MCM Name,Smiles String,InChl Identifier,formula,idx_species
CO25C6CO2H, CC(=O)CCC(=O)CC(=O)O ," InChI=1S/C7H10O4/c1-5(8)2-3-6(9)4-7(10)11/h2-4H2,1H3,(H,10,11) ",C7H10O4,5438
CO25C6CO3H, OOC(=O)CC(=O)CCC(=O)C ," InChI=1S/C7H10O5/c1-5(8)2-3-6(9)4-7(10)12-11/h11H,2-4H2,1H3 ",C7H10O5,5439
C627PAN, O=C(CCC(=O)C)CC(=O)OO[N+](=O)[O-] ," InChI=1S/C7H9NO7/c1-5(9)2-3-6(10)4-7(11)14-15-8(12)13/h2-4H2,1H3 ",C7H9NO7,5440
C627OOH, OOCC(=O)CCC(=O)C ," InChI=1S/C6H10O4/c1-5(7)2-3-6(8)4-10-9/h9H,2-4H2,1H3 ",C6H10O4,5441
C627O, CC(=O)CCC(=O)C[O] ," InChI=1S/C6H9O3/c1-5(8)2-3-6(9)4-7/h2-4H2,1H3 ",C6H9O3,5442
C627OH, CC(=O)CCC(=O)CO ," InChI=1S/C6H10O3/c1-5(8)2-3-6(9)4-7/h7H,2-4H2,1H3 ",C6H10O3,5443
CO2C4GLYOX, O=CC(=O)CCC(=O)C ," InChI=1S/C6H8O3/c1-5(8)2-3-6(9)4-7/h4H,2-3H2,1H3 ",C6H8O3,5444
C820O2, OCC(O[O])(CC(=O)C(=O)C)C(=O)C ," InChI=1S/C8H11O6/c1-5(10)7(12)3-8(4-9,14-13)6(2)11/h9H,3-4H2,1-2H3 ",C8H11O6,5445
C727OOH, OOC(CCC(=O)C)C(=O)C ," InChI=1S/C7H12O4/c1-5(8)3-4-7(11-10)6(2)9/h7,10H,3-4H2,1-2H3 ",C7H12O4,5446
C727O, CC(=O)CCC([O])C(=O)C ," InChI=1S/C7H11O3/c1-5(8)3-4-7(10)6(2)9/h7H,3-4H2,1-2H3 ",C7H11O3,5447
C727CO, CC(=O)CCC(=O)C(=O)C ," InChI=1S/C7H10O3/c1-5(8)3-4-7(10)6(2)9/h3-4H2,1-2H3 ",C7H10O3,5448
C511CO3H, O=CCC(C(=O)C)C(=O)OO ," InChI=1S/C6H8O5/c1-4(8)5(2-3-7)6(9)11-10/h3,5,10H,2H2,1H3 ",C6H8O5,5449
C511PAN, O=CCC(C(=O)C)C(=O)OO[N+](=O)[O-] ," InChI=1S/C6H7NO7/c1-4(9)5(2-3-8)6(10)13-14-7(11)12/h3,5H,2H2,1H3 ",C6H7NO7,5450
C517CO2H, OCC(CC(=O)O)C(=O)C ," InChI=1S/C6H10O4/c1-4(8)5(3-7)2-6(9)10/h5,7H,2-3H2,1H3,(H,9,10) ",C6H10O4,5451
C517CO3H, OCC(CC(=O)OO)C(=O)C ," InChI=1S/C6H10O5/c1-4(8)5(3-7)2-6(9)11-10/h5,7,10H,2-3H2,1H3 ",C6H10O5,5452
C517PAN, OCC(CC(=O)OO[N+](=O)[O-])C(=O)C ," InChI=1S/C6H9NO7/c1-4(9)5(3-8)2-6(10)13-14-7(11)12/h5,8H,2-3H2,1H3 ",C6H9NO7,5453
C517OOH, OOCC(CO)C(=O)C ," InChI=1S/C5H10O4/c1-4(7)5(2-6)3-9-8/h5-6,8H,2-3H2,1H3 ",C5H10O4,5454
C517NO3, OCC(CO[N+](=O)[O-])C(=O)C ," InChI=1S/C5H9NO5/c1-4(8)5(2-7)3-11-6(9)10/h5,7H,2-3H2,1H3 ",C5H9NO5,5455
C517O, [O]CC(CO)C(=O)C ," InChI=1S/C5H9O3/c1-4(8)5(2-6)3-7/h5-6H,2-3H2,1H3 ",C5H9O3,5456
C517OH, OCC(CO)C(=O)C ," InChI=1S/C5H10O3/c1-4(8)5(2-6)3-7/h5-7H,2-3H2,1H3 ",C5H10O3,5457
HMVKBCHO, OCC(C=O)C(=O)C ," InChI=1S/C5H8O3/c1-4(8)5(2-6)3-7/h2,5,7H,3H2,1H3 ",C5H8O3,5458
C628OOH, O=CCC(CO)(OO)C(=O)C ," InChI=1S/C6H10O5/c1-5(9)6(4-8,11-10)2-3-7/h3,8,10H,2,4H2,1H3 ",C6H10O5,5459
C628O, O=CCC([O])(CO)C(=O)C ," InChI=1S/C6H9O4/c1-5(9)6(10,4-8)2-3-7/h3,8H,2,4H2,1H3 ",C6H9O4,5460
C628OH, O=CCC(O)(CO)C(=O)C ," InChI=1S/C6H10O4/c1-5(9)6(10,4-8)2-3-7/h3,8,10H,2,4H2,1H3 ",C6H10O4,5461
C518CO3, OCC(C(=C)C)C(=O)O[O] ," InChI=1S/C6H9O4/c1-4(2)5(3-7)6(8)10-9/h5,7H,1,3H2,2H3 ",C6H9O4,5462
NC623O2, OCC(C=O)C(C)(O[O])CO[N+](=O)[O-] ," InChI=1S/C6H10NO7/c1-6(14-12,4-13-7(10)11)5(2-8)3-9/h2,5,9H,3-4H2,1H3 ",C6H10NO7,5463
C520OOA, [O-][O+]=C(C)C(CO)C=O ," InChI=1S/C5H8O4/c1-4(9-8)5(2-6)3-7/h2,5,7H,3H2,1H3 ",C5H8O4,5464
C623O2, OCC(C=O)C(C)(CO)O[O] ," InChI=1S/C6H11O5/c1-6(4-9,11-10)5(2-7)3-8/h2,5,8-9H,3-4H2,1H3 ",C6H11O5,5465
C824OOH, OCCC(C(=C)C)C(OO)C=O ," InChI=1S/C8H14O4/c1-6(2)7(3-4-9)8(5-10)12-11/h5,7-9,11H,1,3-4H2,2H3 ",C8H14O4,5466
C824O, CC(=C)C(CCO)C([O])C=O ," InChI=1S/C8H13O3/c1-6(2)7(3-4-9)8(11)5-10/h5,7-9H,1,3-4H2,2H3 ",C8H13O3,5467
C824CO, OCCC(C(=C)C)C(=O)C=O ," InChI=1S/C8H12O3/c1-6(2)7(3-4-9)8(11)5-10/h5,7,9H,1,3-4H2,2H3 ",C8H12O3,5468
C824OH, CC(=C)C(CCO)C(O)C=O ," InChI=1S/C8H14O3/c1-6(2)7(3-4-9)8(11)5-10/h5,7-9,11H,1,3-4H2,2H3 ",C8H14O3,5469
C825O2, OCC(CC(O[O])C(=O)O)C(=C)C ," InChI=1S/C8H13O5/c1-5(2)6(4-9)3-7(13-12)8(10)11/h6-7,9H,1,3-4H2,2H3,(H,10,11) ",C8H13O5,5470
C731O2, [O]OCCC(CC=O)C(=O)C ," InChI=1S/C7H11O4/c1-6(9)7(2-4-8)3-5-11-10/h4,7H,2-3,5H2,1H3 ",C7H11O4,5471
C732CO3, [O]OC(=O)CC(CCC(=O)O)C(=O)C ," InChI=1S/C8H11O6/c1-5(9)6(2-3-7(10)11)4-8(12)14-13/h6H,2-4H2,1H3,(H,10,11) ",C8H11O6,5472
C1012O2, O=CCC(C)(C)C(O[O])CCC(=O)C ," InChI=1S/C10H17O4/c1-8(12)4-5-9(14-13)10(2,3)6-7-11/h7,9H,4-6H2,1-3H3 ",C10H17O4,5473
C1211CO2H, OC(=O)CCC(=O)C1CC(C)(C)C1CCC(=O)O ," InChI=1S/C13H20O5/c1-13(2)7-8(9(13)3-5-11(15)16)10(14)4-6-12(17)18/h8-9H,3-7H2,1-2H3,(H,15,16)(H,17,18) ",C13H20O5,5474
C1211CO3H, OOC(=O)CCC(=O)C1CC(C)(C)C1CCC(=O)O ," InChI=1S/C13H20O6/c1-13(2)7-8(9(13)3-5-11(15)16)10(14)4-6-12(17)19-18/h8-9,18H,3-7H2,1-2H3,(H,15,16) ",C13H20O6,5475
C1211O2, [O]OCCC(=O)C1CC(C)(C)C1CCC(=O)O ," InChI=1S/C12H19O5/c1-12(2)7-8(10(13)5-6-17-16)9(12)3-4-11(14)15/h8-9H,3-7H2,1-2H3,(H,14,15) ",C12H19O5,5476
C1211PAN, OC(=O)CCC1C(CC1(C)C)C(=O)CCC(=O)OO[N+](=O)[O-] ," InChI=1S/C13H19NO8/c1-13(2)7-8(9(13)3-5-11(16)17)10(15)4-6-12(18)21-22-14(19)20/h8-9H,3-7H2,1-2H3,(H,16,17) ",C13H19NO8,5477
C133OOH, OCCC(=O)C(=O)CC(C)(C)C(OO)CCC(=O)C ," InChI=1S/C13H22O6/c1-9(15)4-5-12(19-18)13(2,3)8-11(17)10(16)6-7-14/h12,14,18H,4-8H2,1-3H3 ",C13H22O6,5478
C133NO3, OCCC(=O)C(=O)CC(C)(C)C(CCC(=O)C)O[N+](=O)[O-] ," InChI=1S/C13H21NO7/c1-9(16)4-5-12(21-14(19)20)13(2,3)8-11(18)10(17)6-7-15/h12,15H,4-8H2,1-3H3 ",C13H21NO7,5479
C133O, OCCC(=O)C(=O)CC(C)(C)C([O])CCC(=O)C ," InChI=1S/C13H21O5/c1-9(15)4-5-12(18)13(2,3)8-11(17)10(16)6-7-14/h12,14H,4-8H2,1-3H3 ",C13H21O5,5480
C133CO, OCCC(=O)C(=O)CC(C)(C)C(=O)CCC(=O)C ," InChI=1S/C13H20O5/c1-9(15)4-5-12(18)13(2,3)8-11(17)10(16)6-7-14/h14H,4-8H2,1-3H3 ",C13H20O5,5481
C133OH, OCCC(=O)C(=O)CC(C)(C)C(O)CCC(=O)C ," InChI=1S/C13H22O5/c1-9(15)4-5-12(18)13(2,3)8-11(17)10(16)6-7-14/h12,14,18H,4-8H2,1-3H3 ",C13H22O5,5482
C139O2, OCCC(=C)C1(O[O])CC(C)(C)C1CCC(=O)O ," InChI=1S/C13H21O5/c1-9(6-7-14)13(18-17)8-12(2,3)10(13)4-5-11(15)16/h10,14H,1,4-8H2,2-3H3,(H,15,16) ",C13H21O5,5483
C1014O2, O=CCC(C)(C)C(O[O])CCC(=O)OC ," InChI=1S/C10H17O5/c1-10(2,6-7-11)8(15-13)4-5-9(12)14-3/h7-8H,4-6H2,1-3H3 ",C10H17O5,5484
C736CO, O=CCCC(=C)C(=O)C=O ," InChI=1S/C7H8O3/c1-6(3-2-4-8)7(10)5-9/h4-5H,1-3H2 ",C7H8O3,5485
C736O2, [O]OCC(=O)C(=C)CCC=O ," InChI=1S/C7H9O4/c1-6(3-2-4-8)7(9)5-11-10/h4H,1-3,5H2 ",C7H9O4,5486
C118CO, OCCC(=O)C(=O)CC(C)(C)C(=O)CC=O ," InChI=1S/C11H16O5/c1-11(2,10(16)4-6-13)7-9(15)8(14)3-5-12/h6,12H,3-5,7H2,1-2H3 ",C11H16O5,5487
C118O2, OCCC(=O)C(=O)CC(C)(C)C(O[O])CC=O ," InChI=1S/C11H17O6/c1-11(2,10(17-16)4-6-13)7-9(15)8(14)3-5-12/h6,10,12H,3-5,7H2,1-2H3 ",C11H17O6,5488
C830OOH, O=CCC1C(OO)CC1(C)C ," InChI=1S/C8H14O3/c1-8(2)5-7(11-10)6(8)3-4-9/h4,6-7,10H,3,5H2,1-2H3 ",C8H14O3,5489
C830NO3, O=CCC1C(O[N+](=O)[O-])CC1(C)C ," InChI=1S/C8H13NO4/c1-8(2)5-7(13-9(11)12)6(8)3-4-10/h4,6-7H,3,5H2,1-2H3 ",C8H13NO4,5490
C830O, O=CCC1C([O])CC1(C)C ," InChI=1S/C8H13O2/c1-8(2)5-7(10)6(8)3-4-9/h4,6-7H,3,5H2,1-2H3 ",C8H13O2,5491
C830CO, O=CCC1C(=O)CC1(C)C ," InChI=1S/C8H12O2/c1-8(2)5-7(10)6(8)3-4-9/h4,6H,3,5H2,1-2H3 ",C8H12O2,5492
C830OH, O=CCC1C(O)CC1(C)C ," InChI=1S/C8H14O2/c1-8(2)5-7(10)6(8)3-4-9/h4,6-7,10H,3,5H2,1-2H3 ",C8H14O2,5493
C128OOH, OCCC(=C)C(=O)CC(C)(C)C(OO)CC=O ," InChI=1S/C12H20O5/c1-9(4-6-13)10(15)8-12(2,3)11(17-16)5-7-14/h7,11,13,16H,1,4-6,8H2,2-3H3 ",C12H20O5,5494
C128NO3, OCCC(=C)C(=O)CC(C)(C)C(CC=O)O[N+](=O)[O-] ," InChI=1S/C12H19NO6/c1-9(4-6-14)10(16)8-12(2,3)11(5-7-15)19-13(17)18/h7,11,14H,1,4-6,8H2,2-3H3 ",C12H19NO6,5495
C128O, OCCC(=C)C(=O)CC(C)(C)C([O])CC=O ," InChI=1S/C12H19O4/c1-9(4-6-13)10(15)8-12(2,3)11(16)5-7-14/h7,11,13H,1,4-6,8H2,2-3H3 ",C12H19O4,5496
C128OH, OCCC(=C)C(=O)CC(C)(C)C(O)CC=O ," InChI=1S/C12H20O4/c1-9(4-6-13)10(15)8-12(2,3)11(16)5-7-14/h7,11,13,16H,1,4-6,8H2,2-3H3 ",C12H20O4,5497
C928CO3, [O]OC(=O)CC(C)(C)C(=O)CCC(=O)C ," InChI=1S/C10H15O5/c1-7(11)4-5-8(12)10(2,3)6-9(13)15-14/h4-6H2,1-3H3 ",C10H15O5,5498
C630CO, OCCC(=C)C(=O)C=O ," InChI=1S/C6H8O3/c1-5(2-3-7)6(9)4-8/h4,7H,1-3H2 ",C6H8O3,5499
C630O2, OCCC(=C)C(=O)CO[O] ," InChI=1S/C6H9O4/c1-5(2-3-7)6(8)4-10-9/h7H,1-4H2 ",C6H9O4,5500
C1215CO, O=CCCC(=O)C(=O)CC(C)(C)C(=O)CCO ," InChI=1S/C12H18O5/c1-12(2,11(17)5-7-14)8-10(16)9(15)4-3-6-13/h6,14H,3-5,7-8H2,1-2H3 ",C12H18O5,5501
C1215O2, O=CCCC(=O)C(=O)CC(C)(C)C(O[O])CCO ," InChI=1S/C12H19O6/c1-12(2,11(18-17)5-7-14)8-10(16)9(15)4-3-6-13/h6,11,14H,3-5,7-8H2,1-2H3 ",C12H19O6,5502
CHOC3DIOL, OC(CC=O)CO ," InChI=1S/C4H8O3/c5-2-1-4(7)3-6/h2,4,6-7H,1,3H2 ",C4H8O3,5503
HO24C4CO3H, OOC(=O)C(O)CC(C)O ," InChI=1S/C5H10O5/c1-3(6)2-4(7)5(8)10-9/h3-4,6-7,9H,2H2,1H3 ",C5H10O5,5504
C5PAN10, CC(O)CC(O)C(=O)OON(=O)=O ," InChI=1S/C5H9NO7/c1-3(7)2-4(8)5(9)12-13-6(10)11/h3-4,7-8H,2H2,1H3 ",C5H9NO7,5505
C613OOH, OCC(OO)C(C)(O)C(=O)C ," InChI=1S/C6H12O5/c1-4(8)6(2,9)5(3-7)11-10/h5,7,9-10H,3H2,1-2H3 ",C6H12O5,5506
C613O, OCC([O])C(C)(O)C(=O)C ," InChI=1S/C6H11O4/c1-4(8)6(2,10)5(9)3-7/h5,7,10H,3H2,1-2H3 ",C6H11O4,5507
EMALANHYO2, CCC1(O[O])C(O)C(=O)OC1=O ," InChI=1S/C6H7O6/c1-2-6(12-10)3(7)4(8)11-5(6)9/h3,7H,2H2,1H3 ",C6H7O6,5508
PMALANHYO2, CCCC1(O[O])C(=O)OC(=O)C1O ," InChI=1S/C7H9O6/c1-2-3-7(13-11)4(8)5(9)12-6(7)10/h4,8H,2-3H2,1H3 ",C7H9O6,5509
IPMALNHYO2, [O]OC1(C(C)C)C(=O)OC(=O)C1O ," InChI=1S/C7H9O6/c1-3(2)7(13-11)4(8)5(9)12-6(7)10/h3-4,8H,1-2H3 ",C7H9O6,5510
CO2H3MCO3H, CC(O)(C(=O)OO)C(=O)C ," InChI=1S/C5H8O5/c1-3(6)5(2,8)4(7)10-9/h8-9H,1-2H3 ",C5H8O5,5511
CO2OH3MPAN, O=N(=O)OOC(=O)C(C)(O)C(=O)C ," InChI=1S/C5H7NO7/c1-3(7)5(2,9)4(8)12-13-6(10)11/h9H,1-2H3 ",C5H7NO7,5512
C312COCO3, [O]OC(=O)CC(=O)C=O ," InChI=1S/C4H3O5/c5-2-3(6)1-4(7)9-8/h2H,1H2 ",C4H3O5,5513
CHOCOCH2O2, [O]OCC(=O)C=O ," InChI=1S/C3H3O4/c4-1-3(5)2-7-6/h1H,2H2 ",C3H3O4,5514
NC72O2, [O]OC1C(=O)CC(=O)C(C)(ON(=O)=O)C1=O ," InChI=1S/C7H6NO8/c1-7(16-8(12)13)4(10)2-3(9)5(15-14)6(7)11/h5H,2H2,1H3 ",C7H6NO8,5515
C812OOH, OCC1CC(OO)(C(=O)O)C1(C)C ," InChI=1S/C8H14O5/c1-7(2)5(4-9)3-8(7,13-12)6(10)11/h5,9,12H,3-4H2,1-2H3,(H,10,11) ",C8H14O5,5516
C812O, OCC1CC([O])(C(=O)O)C1(C)C ," InChI=1S/C8H13O4/c1-7(2)5(4-9)3-8(7,12)6(10)11/h5,9H,3-4H2,1-2H3,(H,10,11) ",C8H13O4,5517
C812OH, OCC1CC(O)(C(=O)O)C1(C)C ," InChI=1S/C8H14O4/c1-7(2)5(4-9)3-8(7,12)6(10)11/h5,9,12H,3-4H2,1-2H3,(H,10,11) ",C8H14O4,5518
C721CO3H, OOC(=O)C1CC(C(=O)O)C1(C)C ," InChI=1S/C8H12O5/c1-8(2)4(6(9)10)3-5(8)7(11)13-12/h4-5,12H,3H2,1-2H3,(H,9,10) ",C8H12O5,5519
NORPINIC, OC(=O)C1CC(C(=O)O)C1(C)C ," InChI=1S/C8H12O4/c1-8(2)4(6(9)10)3-5(8)7(11)12/h4-5H,3H2,1-2H3,(H,9,10)(H,11,12) ",C8H12O4,5520
C721PAN, O=N(=O)OOC(=O)C1CC(C(=O)O)C1(C)C ," InChI=1S/C8H11NO7/c1-8(2)4(6(10)11)3-5(8)7(12)15-16-9(13)14/h4-5H,3H2,1-2H3,(H,10,11) ",C8H11NO7,5521
C721OOH, OOC1CC(C(=O)O)C1(C)C ," InChI=1S/C7H12O4/c1-7(2)4(6(8)9)3-5(7)11-10/h4-5,10H,3H2,1-2H3,(H,8,9) ",C7H12O4,5522
C721O, OC(=O)C1CC([O])C1(C)C ," InChI=1S/C7H11O3/c1-7(2)4(6(9)10)3-5(7)8/h4-5H,3H2,1-2H3,(H,9,10) ",C7H11O3,5523
C621O2, OCC(O[O])CC(=O)C(=O)CO ," InChI=1S/C6H9O6/c7-2-4(12-11)1-5(9)6(10)3-8/h4,7-8H,1-3H2 ",C6H9O6,5524
H3C2C4CO2H, OC(=O)CC(O)C(=O)C ," InChI=1S/C5H8O4/c1-3(6)4(7)2-5(8)9/h4,7H,2H2,1H3,(H,8,9) ",C5H8O4,5525
H3C2C4CO3H, CC(=O)C(O)CC(=O)OO ," InChI=1S/C5H8O5/c1-3(6)4(7)2-5(8)10-9/h4,7,9H,2H2,1H3 ",C5H8O5,5526
H3C2C4PAN, O=N(=O)OOC(=O)CC(O)C(=O)C ," InChI=1S/C5H7NO7/c1-3(7)4(8)2-5(9)12-13-6(10)11/h4,8H,2H2,1H3 ",C5H7NO7,5527
C515CO3, [O]OC(=O)CC(=O)C(=O)CC=O ," InChI=1S/C6H5O6/c7-2-1-4(8)5(9)3-6(10)12-11/h2H,1,3H2 ",C6H5O6,5528
C515O2, [O]OCC(=O)C(=O)CC=O ," InChI=1S/C5H5O5/c6-2-1-4(7)5(8)3-10-9/h2H,1,3H2 ",C5H5O5,5529
C87OOH, OOCC(=O)C(C=O)C(C)(C)C=O ," InChI=1S/C8H12O5/c1-8(2,5-10)6(3-9)7(11)4-13-12/h3,5-6,12H,4H2,1-2H3 ",C8H12O5,5530
C87O, [O]CC(=O)C(C=O)C(C)(C)C=O ," InChI=1S/C8H11O4/c1-8(2,5-11)6(3-9)7(12)4-10/h3,5-6H,4H2,1-2H3 ",C8H11O4,5531
C87CO, O=CC(=O)C(C=O)C(C)(C)C=O ," InChI=1S/C8H10O4/c1-8(2,5-11)6(3-9)7(12)4-10/h3-6H,1-2H3 ",C8H10O4,5532
C87OH, OCC(=O)C(C=O)C(C)(C)C=O ," InChI=1S/C8H12O4/c1-8(2,5-11)6(3-9)7(12)4-10/h3,5-6,10H,4H2,1-2H3 ",C8H12O4,5533
CO12C4CHO, O=CCCC(=O)C=O ," InChI=1S/C5H6O3/c6-3-1-2-5(8)4-7/h3-4H,1-2H2 ",C5H6O3,5534
C718OOH, OOCCC(=O)C(C)(C)C=O ," InChI=1S/C7H12O4/c1-7(2,5-8)6(9)3-4-11-10/h5,10H,3-4H2,1-2H3 ",C7H12O4,5535
C718NO3, O=CC(C)(C)C(=O)CCON(=O)=O ," InChI=1S/C7H11NO5/c1-7(2,5-9)6(10)3-4-13-8(11)12/h5H,3-4H2,1-2H3 ",C7H11NO5,5536
C718O, [O]CCC(=O)C(C)(C)C=O ," InChI=1S/C7H11O3/c1-7(2,5-9)6(10)3-4-8/h5H,3-4H2,1-2H3 ",C7H11O3,5537
C617CHO, O=CCC(=O)C(C)(C)C=O ," InChI=1S/C7H10O3/c1-7(2,5-9)6(10)3-4-8/h4-5H,3H2,1-2H3 ",C7H10O3,5538
C718OH, OCCC(=O)C(C)(C)C=O ," InChI=1S/C7H12O3/c1-7(2,5-9)6(10)3-4-8/h5,8H,3-4H2,1-2H3 ",C7H12O3,5539
C514OOH, O=CCC(OO)CC=O ," InChI=1S/C5H8O4/c6-3-1-5(9-8)2-4-7/h3-5,8H,1-2H2 ",C5H8O4,5540
C514NO3, O=CCC(CC=O)ON(=O)=O ," InChI=1S/C5H7NO5/c7-3-1-5(2-4-8)11-6(9)10/h3-5H,1-2H2 ",C5H7NO5,5541
C514O, O=CCC([O])CC=O ," InChI=1S/C5H7O3/c6-3-1-5(8)2-4-7/h3-5H,1-2H2 ",C5H7O3,5542
C514OH, O=CCC(O)CC=O ," InChI=1S/C5H8O3/c6-3-1-5(8)2-4-7/h3-5,8H,1-2H2 ",C5H8O3,5543
C820OOH, OCC(OO)(CC(=O)C(=O)C)C(=O)C ," InChI=1S/C8H12O6/c1-5(10)7(12)3-8(4-9,14-13)6(2)11/h9,13H,3-4H2,1-2H3 ",C8H12O6,5544
C820O, OCC([O])(CC(=O)C(=O)C)C(=O)C ," InChI=1S/C8H11O5/c1-5(10)7(12)3-8(13,4-9)6(2)11/h9H,3-4H2,1-2H3 ",C8H11O5,5545
C821O2, [O]OC(CC(=O)C)C(=O)C(=O)C ," InChI=1S/C7H9O5/c1-4(8)3-6(12-11)7(10)5(2)9/h6H,3H2,1-2H3 ",C7H9O5,5546
HMVKBCO3, OCC(C(=O)C)C(=O)O[O] ," InChI=1S/C5H7O5/c1-3(7)4(2-6)5(8)10-9/h4,6H,2H2,1H3 ",C5H7O5,5547
CO13C4OH, OCC(=O)CC=O ," InChI=1S/C4H6O3/c5-2-1-4(7)3-6/h2,6H,1,3H2 ",C4H6O3,5548
C518CO2H, OCC(C(=C)C)C(=O)O ," InChI=1S/C6H10O3/c1-4(2)5(3-7)6(8)9/h5,7H,1,3H2,2H3,(H,8,9) ",C6H10O3,5549
C518CO3H, OCC(C(=C)C)C(=O)OO ," InChI=1S/C6H10O4/c1-4(2)5(3-7)6(8)10-9/h5,7,9H,1,3H2,2H3 ",C6H10O4,5550
C518PAN, [O-][N+](=O)OOC(=O)C(CO)C(=C)C ," InChI=1S/C6H9NO6/c1-4(2)5(3-8)6(9)12-13-7(10)11/h5,8H,1,3H2,2H3 ",C6H9NO6,5551
NC623OOH, OCC(C=O)C(C)(OO)CO[N+](=O)[O-] ," InChI=1S/C6H11NO7/c1-6(14-12,4-13-7(10)11)5(2-8)3-9/h2,5,9,12H,3-4H2,1H3 ",C6H11NO7,5552
NC623O, OCC(C=O)C(C)([O])CO[N+](=O)[O-] ," InChI=1S/C6H10NO6/c1-6(10,4-13-7(11)12)5(2-8)3-9/h2,5,9H,3-4H2,1H3 ",C6H10NO6,5553
NC623OH, OCC(C=O)C(C)(O)CO[N+](=O)[O-] ," InChI=1S/C6H11NO6/c1-6(10,4-13-7(11)12)5(2-8)3-9/h2,5,9-10H,3-4H2,1H3 ",C6H11NO6,5554
C520O2, OCC(O[O])(C=O)C(=O)C ," InChI=1S/C5H7O5/c1-4(8)5(2-6,3-7)10-9/h2,7H,3H2,1H3 ",C5H7O5,5555
C623OOH, OCC(C=O)C(C)(CO)OO ," InChI=1S/C6H12O5/c1-6(4-9,11-10)5(2-7)3-8/h2,5,8-10H,3-4H2,1H3 ",C6H12O5,5556
C623NO3, OCC(C=O)C(C)(CO)O[N+](=O)[O-] ," InChI=1S/C6H11NO6/c1-6(4-10,13-7(11)12)5(2-8)3-9/h2,5,9-10H,3-4H2,1H3 ",C6H11NO6,5557
C623O, OCC(C=O)C(C)([O])CO ," InChI=1S/C6H11O4/c1-6(10,4-9)5(2-7)3-8/h2,5,8-9H,3-4H2,1H3 ",C6H11O4,5558
C623OH, OCC(C=O)C(C)(O)CO ," InChI=1S/C6H12O4/c1-6(10,4-9)5(2-7)3-8/h2,5,8-10H,3-4H2,1H3 ",C6H12O4,5559
C624CHO, CC(=C)C(CCO)C=O ," InChI=1S/C7H12O2/c1-6(2)7(5-9)3-4-8/h5,7-8H,1,3-4H2,2H3 ",C7H12O2,5560
C624CO3, OCCC(C(=C)C)C(=O)O[O] ," InChI=1S/C7H11O4/c1-5(2)6(3-4-8)7(9)11-10/h6,8H,1,3-4H2,2H3 ",C7H11O4,5561
C825OOH, OCC(CC(OO)C(=O)O)C(=C)C ," InChI=1S/C8H14O5/c1-5(2)6(4-9)3-7(13-12)8(10)11/h6-7,9,12H,1,3-4H2,2H3,(H,10,11) ",C8H14O5,5562
C825O, OCC(CC([O])C(=O)O)C(=C)C ," InChI=1S/C8H13O4/c1-5(2)6(4-9)3-7(10)8(11)12/h6-7,9H,1,3-4H2,2H3,(H,11,12) ",C8H13O4,5563
C825CO, OCC(CC(=O)C(=O)O)C(=C)C ," InChI=1S/C8H12O4/c1-5(2)6(4-9)3-7(10)8(11)12/h6,9H,1,3-4H2,2H3,(H,11,12) ",C8H12O4,5564
C825OH, OCC(CC(O)C(=O)O)C(=C)C ," InChI=1S/C8H14O4/c1-5(2)6(4-9)3-7(10)8(11)12/h6-7,9-10H,1,3-4H2,2H3,(H,11,12) ",C8H14O4,5565
C731OOH, OOCCC(CC=O)C(=O)C ," InChI=1S/C7H12O4/c1-6(9)7(2-4-8)3-5-11-10/h4,7,10H,2-3,5H2,1H3 ",C7H12O4,5566
C731NO3, O=CCC(CCO[N+](=O)[O-])C(=O)C ," InChI=1S/C7H11NO5/c1-6(10)7(2-4-9)3-5-13-8(11)12/h4,7H,2-3,5H2,1H3 ",C7H11NO5,5567
C731O, [O]CCC(CC=O)C(=O)C ," InChI=1S/C7H11O3/c1-6(10)7(2-4-8)3-5-9/h4,7H,2-3,5H2,1H3 ",C7H11O3,5568
C731OH, OCCC(CC=O)C(=O)C ," InChI=1S/C7H12O3/c1-6(10)7(2-4-8)3-5-9/h4,7,9H,2-3,5H2,1H3 ",C7H12O3,5569
C732CO3H, OOC(=O)CC(CCC(=O)O)C(=O)C ," InChI=1S/C8H12O6/c1-5(9)6(2-3-7(10)11)4-8(12)14-13/h6,13H,2-4H2,1H3,(H,10,11) ",C8H12O6,5570
C732O2, [O]OCC(CCC(=O)O)C(=O)C ," InChI=1S/C7H11O5/c1-5(8)6(4-12-11)2-3-7(9)10/h6H,2-4H2,1H3,(H,9,10) ",C7H11O5,5571
KLIMONIC, OC(=O)CCC(CC(=O)O)C(=O)C ," InChI=1S/C8H12O5/c1-5(9)6(4-8(12)13)2-3-7(10)11/h6H,2-4H2,1H3,(H,10,11)(H,12,13) ",C8H12O5,5572
C732PAN, OC(=O)CCC(CC(=O)OO[N+](=O)[O-])C(=O)C ," InChI=1S/C8H11NO8/c1-5(10)6(2-3-7(11)12)4-8(13)16-17-9(14)15/h6H,2-4H2,1H3,(H,11,12) ",C8H11NO8,5573
C1012OOH, O=CCC(C)(C)C(OO)CCC(=O)C ," InChI=1S/C10H18O4/c1-8(12)4-5-9(14-13)10(2,3)6-7-11/h7,9,13H,4-6H2,1-3H3 ",C10H18O4,5574
